,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,The Box,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Please Excuse Me For Being Antisocial,52u4anZbHd6UInnmHRFzba,spotify:album:52u4anZbHd6UInnmHRFzba,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,spotify:artist:757aE44tKEUQEqRuT6GnEB,196.652,16,100,2019-12-06,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,"['melodic rap', 'rap']",[]
2,Circles,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,spotify:album:4g1ZRSobMefqF6nelkgibi,Post Malone,246dkjvS1zLTtiykXe5h60,spotify:artist:246dkjvS1zLTtiykXe5h60,215.28,17,95,2019-09-06,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,"['dfw rap', 'melodic rap', 'rap']",[]
3,Memories,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,Memories,3nR9B40hYLKLcR0Eph3Goc,spotify:album:3nR9B40hYLKLcR0Eph3Goc,Maroon 5,04gDigrS5kc9YWfZHwBETP,spotify:artist:04gDigrS5kc9YWfZHwBETP,189.486,1,95,2019-09-20,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,"['pop', 'pop rock']",[]
4,Someone You Loved,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,spotify:album:5658aM19fA3JVwTK6eQX70,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,182.16,12,93,2019-05-17,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,"['pop', 'uk pop']",[]
5,"10,000 Hours (with Justin Bieber)",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",4ow6xJwn49gpWz7iHpOzWY,spotify:album:4ow6xJwn49gpWz7iHpOzWY,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,167.693,1,89,2019-10-04,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,"['contemporary country', 'pop']",[]
6,Dance Monkey,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,Dance Monkey (Stripped Back) / Dance Monkey,0UywfDKYlyiu1b38DRrzYD,spotify:album:0UywfDKYlyiu1b38DRrzYD,Tones and I,2NjfBq1NflQcKSeiDooVjY,spotify:artist:2NjfBq1NflQcKSeiDooVjY,209.438,2,98,2019-10-17,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,['australian pop'],[]
7,ROXANNE,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,ROXANNE,6HJDrXs0hpebaRFKA1sF90,spotify:album:6HJDrXs0hpebaRFKA1sF90,Arizona Zervas,0vRvGUQVUjytro0xpb26bs,spotify:artist:0vRvGUQVUjytro0xpb26bs,163.636,1,97,2019-10-10,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,['pop rap'],[]
8,Don't Start Now,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,0ix3XtPV1LwmZADsprKxcp,spotify:album:0ix3XtPV1LwmZADsprKxcp,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,183.29,1,97,2019-10-31,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",[]
9,everything i wanted,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,4i3rAwPw7Ln2YrKDusaWyT,spotify:album:4i3rAwPw7Ln2YrKDusaWyT,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,245.425,1,96,2019-11-13,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,"['electropop', 'pop']",[]
10,Lose You To Love Me,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Rare,3YPFaTR7WMi1Hd4NVKdCJx,spotify:album:3YPFaTR7WMi1Hd4NVKdCJx,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,206.458,13,91,2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,"['dance pop', 'pop', 'post-teen pop']",[]
